SNo,Rank,Allotted Quota,Allotted Institute,Course,Alloted Category,candidate Category,option No.,Remarks
443,454,-,-,-,-,-,-,No Upgradation
444,455,-,-,-,-,-,-,Did not opt for Upgradation.
445,456,-,-,-,-,-,-,No Upgradation
446,457,-,-,-,-,-,-,No Upgradation
447,458,-,-,-,-,-,-,No Upgradation
448,459,-,-,-,-,-,-,Did not opt for Upgradation.
449,460,-,-,-,-,-,-,Did not opt for Upgradation.
450,461,-,-,-,-,-,-,Did not opt for Upgradation.
451,462,-,-,-,-,-,-,Did not opt for Upgradation.
452,463,-,-,-,-,-,-,No Upgradation
453,464,-,-,-,-,-,-,Did not opt for Upgradation.
454,465,-,-,-,-,-,-,Did not opt for Upgradation.
455,466,-,-,-,-,-,-,Did not opt for Upgradation.
456,467,-,-,-,-,-,-,No Upgradation
457,468,-,-,-,-,-,-,Did not opt for Upgradation.
458,470,-,-,-,-,-,-,Did not opt for Upgradation.
459,471,-,-,-,-,-,-,Did not opt for Upgradation.
460,472,-,-,-,-,-,-,No Upgradation
461,473,-,-,-,-,-,-,Did not opt for Upgradation.
462,474,-,-,-,-,-,-,Did not opt for Upgradation.
463,475,-,-,-,-,-,-,Did not opt for Upgradation.
464,476,Open Seat Quota,"AIIMS, Nagpur , PLOT NO 2 SECTOR 20 MIHAN NAGPUR,
Maharashtra, 441108",MBBS,Open,OBC,2,Fresh Allotted in 2nd Round
465,477,-,-,-,-,-,-,Did not opt for Upgradation.
466,478,-,-,-,-,-,-,Did not opt for Upgradation.
467,479,-,-,-,-,-,-,No Upgradation
468,480,-,-,-,-,-,-,Did not opt for Upgradation.
469,481,-,-,-,-,-,-,No Upgradation
470,482,-,-,-,-,-,-,Did not opt for Upgradation.
471,483,-,-,-,-,-,-,No Upgradation
472,484,-,-,-,-,-,-,Did not opt for Upgradation.
473,485,-,-,-,-,-,-,Did not opt for Upgradation.
474,487,-,-,-,-,-,-,Did not opt for Upgradation.
475,488,-,-,-,-,-,-,Did not opt for Upgradation.
476,489,-,-,-,-,-,-,Did not opt for Upgradation.
477,490,-,-,-,-,-,-,No Upgradation
478,491,-,-,-,-,-,-,Did not opt for Upgradation.
479,492,-,-,-,-,-,-,No Upgradation
480,494,-,-,-,-,-,-,Did not fill up fresh choices.
481,495,-,-,-,-,-,-,Did not opt for Upgradation.
482,496,-,-,-,-,-,-,Did not opt for Upgradation.
483,497,-,-,-,-,-,-,Did not opt for Upgradation.
484,498,-,-,-,-,-,-,Did not opt for Upgradation.
485,499,-,-,-,-,-,-,Did not opt for Upgradation.
486,500,-,-,-,-,-,-,Did not opt for Upgradation.
487,501,-,-,-,-,-,-,No Upgradation
488,502,Open Seat Quota,"AIIMS, Jodhpur , BASNI PHASE - II, JODHPUR-342005,
Rajasthan, 342005",MBBS,Open,OBC,4,Fresh Allotted in 2nd Round
489,503,-,-,-,-,-,-,No Upgradation
490,504,-,-,-,-,-,-,Did not opt for Upgradation.
491,505,-,-,-,-,-,-,Did not opt for Upgradation.
492,506,-,-,-,-,-,-,Did not opt for Upgradation.
493,507,-,-,-,-,-,-,No Upgradation
494,508,-,-,-,-,-,-,Did not opt for Upgradation.
495,509,-,-,-,-,-,-,Did not opt for Upgradation.
496,510,-,-,-,-,-,-,Did not opt for Upgradation.
497,511,-,-,-,-,-,-,No Upgradation
498,512,-,-,-,-,-,-,No Upgradation
499,513,-,-,-,-,-,-,Did not opt for Upgradation.
500,514,-,-,-,-,-,-,Did not opt for Upgradation.
501,515,-,-,-,-,-,-,Did not fill up fresh choices.
502,516,-,-,-,-,-,-,Did not opt for Upgradation.
503,517,-,-,-,-,-,-,Did not opt for Upgradation.
504,518,-,-,-,-,-,-,Did not opt for Upgradation.
505,519,-,-,-,-,-,-,No Upgradation
506,520,-,-,-,-,-,-,Did not opt for Upgradation.
507,521,All India,"Lady Hardinge Medical College, New Delhi , Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi, Delhi (NCT), 110001",MBBS,Open,GN,5,Upgraded
508,522,All India,"University College of Medical Sciences, New Delhi , Dilshad Garden, Delhi (NCT), 110095",MBBS,OBC,OBC,4,Upgraded
509,523,-,-,-,-,-,-,No Upgradation
510,524,-,-,-,-,-,-,Did not opt for Upgradation.
511,525,-,-,-,-,-,-,Did not opt for Upgradation.
512,526,-,-,-,-,-,-,Did not opt for Upgradation.
513,527,-,-,-,-,-,-,Did not opt for Upgradation.
514,528,-,-,-,-,-,-,Did not opt for Upgradation.
515,529,-,-,-,-,-,-,Did not opt for Upgradation.
516,530,-,-,-,-,-,-,Did not opt for Upgradation.
517,531,-,-,-,-,-,-,Did not opt for Upgradation.
518,532,-,-,-,-,-,-,No Upgradation
519,533,-,-,-,-,-,-,Did not opt for Upgradation.
520,534,-,-,-,-,-,-,Did not opt for Upgradation.
521,535,-,-,-,-,-,-,Did not opt for Upgradation.
522,536,-,-,-,-,-,-,No Upgradation
523,537,-,-,-,-,-,-,Did not opt for Upgradation.
524,538,-,-,-,-,-,-,Did not fill up fresh choices.
525,539,-,-,-,-,-,-,No Upgradation
526,540,-,-,-,-,-,-,Did not opt for Upgradation.
527,541,-,-,-,-,-,-,Did not opt for Upgradation.
528,542,-,-,-,-,-,-,Did not opt for Upgradation.
529,543,-,-,-,-,-,-,Did not opt for Upgradation.
530,544,-,-,-,-,-,-,No Upgradation
531,545,-,-,-,-,-,-,No Upgradation
532,546,-,-,-,-,-,-,Did not opt for Upgradation.
533,547,-,-,-,-,-,-,Did not opt for Upgradation.
534,548,-,-,-,-,-,-,Did not opt for Upgradation.
535,549,-,-,-,-,-,-,Did not opt for Upgradation.
536,550,All India,"Lady Hardinge Medical College, New Delhi , Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi, Delhi (NCT), 110001",MBBS,Open,GN,4,Upgraded
537,551,-,-,-,-,-,-,No Upgradation
538,552,-,-,-,-,-,-,No Upgradation
539,553,-,-,-,-,-,-,Did not opt for Upgradation.
540,554,-,-,-,-,-,-,Did not opt for Upgradation.
541,555,-,-,-,-,-,-,Did not opt for Upgradation.
542,556,-,-,-,-,-,-,Did not opt for Upgradation.
543,557,-,-,-,-,-,-,Did not opt for Upgradation.
544,558,-,-,-,-,-,-,No Upgradation
545,559,-,-,-,-,-,-,Did not opt for Upgradation.
546,560,-,-,-,-,-,-,Did not opt for Upgradation.
547,561,-,-,-,-,-,-,No Upgradation
548,562,-,-,-,-,-,-,Did not opt for Upgradation.
549,563,-,-,-,-,-,-,Did not opt for Upgradation.
550,564,-,-,-,-,-,-,Did not opt for Upgradation.
551,565,-,-,-,-,-,-,Did not opt for Upgradation.
552,566,-,-,-,-,-,-,Did not fill up fresh choices.
553,567,-,-,-,-,-,-,Did not opt for Upgradation.
554,568,-,-,-,-,-,-,No Upgradation
555,569,-,-,-,-,-,-,Did not opt for Upgradation.
556,570,-,-,-,-,-,-,Did not opt for Upgradation.
557,571,-,-,-,-,-,-,Did not opt for Upgradation.
558,572,-,-,-,-,-,-,No Upgradation
559,573,-,-,-,-,-,-,No Upgradation
560,574,-,-,-,-,-,-,No Upgradation
561,575,-,-,-,-,-,-,Did not opt for Upgradation.
562,576,-,-,-,-,-,-,Did not opt for Upgradation.
563,577,-,-,-,-,-,-,Did not opt for Upgradation.
564,578,-,-,-,-,-,-,Did not opt for Upgradation.
565,579,Open Seat Quota,"AIIMS-Bhopal, , SAKET NAGAR
BHOPAL, Madhya Pradesh, 462020",MBBS,Open,GN,3,Upgraded
566,580,-,-,-,-,-,-,No Upgradation
567,582,-,-,-,-,-,-,No Upgradation
568,583,-,-,-,-,-,-,Did not opt for Upgradation.
569,584,-,-,-,-,-,-,Did not fill up fresh choices.
570,585,-,-,-,-,-,-,Did not opt for Upgradation.
571,586,-,-,-,-,-,-,Did not opt for Upgradation.
572,587,-,-,-,-,-,-,No Upgradation
573,588,-,-,-,-,-,-,No Upgradation
574,589,-,-,-,-,-,-,Did not opt for Upgradation.
575,590,-,-,-,-,-,-,No Upgradation
576,591,-,-,-,-,-,-,No Upgradation
577,592,-,-,-,-,-,-,Did not opt for Upgradation.
578,593,-,-,-,-,-,-,Did not opt for Upgradation.
579,594,-,-,-,-,-,-,Did not opt for Upgradation.
580,595,-,-,-,-,-,-,Did not opt for Upgradation.
581,596,-,-,-,-,-,-,Did not opt for Upgradation.
582,597,-,-,-,-,-,-,Did not opt for Upgradation.
583,598,-,-,-,-,-,-,Did not opt for Upgradation.
584,599,-,-,-,-,-,-,No Upgradation
585,601,-,-,-,-,-,-,No Upgradation
586,602,-,-,-,-,-,-,Did not opt for Upgradation.
587,603,-,-,-,-,-,-,Did not opt for Upgradation.
588,604,-,-,-,-,-,-,Did not opt for Upgradation.
589,605,-,-,-,-,-,-,Did not fill up fresh choices.
590,606,Open Seat Quota,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",MBBS,Open,GN,8,Upgraded
591,607,-,-,-,-,-,-,Did not opt for Upgradation.
592,609,-,-,-,-,-,-,Did not opt for Upgradation.
593,610,-,-,-,-,-,-,Did not opt for Upgradation.
594,612,-,-,-,-,-,-,Did not opt for Upgradation.
595,613,-,-,-,-,-,-,Did not opt for Upgradation.
596,614,-,-,-,-,-,-,Did not opt for Upgradation.
597,615,-,-,-,-,-,-,Did not opt for Upgradation.
598,616,-,-,-,-,-,-,Did not opt for Upgradation.
599,617,-,-,-,-,-,-,Did not fill up fresh choices.
600,618,-,-,-,-,-,-,Did not fill up fresh choices.
601,619,-,-,-,-,-,-,Did not opt for Upgradation.
602,620,-,-,-,-,-,-,No Upgradation
603,621,-,-,-,-,-,-,Did not opt for Upgradation.
604,622,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI ,
Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,Open,GN,8,Fresh Allotted in 2nd Round
605,623,-,-,-,-,-,-,Did not opt for Upgradation.
606,625,-,-,-,-,-,-,Did not opt for Upgradation.
607,626,Open Seat Quota,"AIIMS, Patna , Phulwarisharif, Patna- 801507, Bihar,
801507",MBBS,Open,GN,2,Upgraded
608,627,-,-,-,-,-,-,Did not opt for Upgradation.
609,628,All India,"University College of Medical Sciences, New Delhi , Dilshad Garden, Delhi (NCT), 110095",MBBS,OBC,OBC,5,Upgraded
610,629,-,-,-,-,-,-,Did not opt for Upgradation.
611,630,-,-,-,-,-,-,Did not opt for Upgradation.
612,631,-,-,-,-,-,-,Did not opt for Upgradation.
613,632,-,-,-,-,-,-,No Upgradation
614,633,Open Seat Quota,"AIIMS, Jodhpur , BASNI PHASE - II, JODHPUR-342005,
Rajasthan, 342005",MBBS,OBC,OBC,3,Fresh Allotted in 2nd Round
615,634,-,-,-,-,-,-,Did not opt for Upgradation.
616,635,-,-,-,-,-,-,Did not fill up fresh choices.
617,636,All India,"MEDICAL COLLEGE, KOLKATA , 88,
College Street, Kolkata-700073, West Bengal, 700073",MBBS,Open,GN,4,Upgraded
618,637,-,-,-,-,-,-,Did not opt for Upgradation.
619,638,-,-,-,-,-,-,No Upgradation
620,639,-,-,-,-,-,-,Did not opt for Upgradation.
621,640,-,-,-,-,-,-,Did not fill up fresh choices.
622,641,-,-,-,-,-,-,Did not opt for Upgradation.
623,642,-,-,-,-,-,-,Did not fill up fresh choices.
624,643,-,-,-,-,-,-,No Upgradation
625,644,-,-,-,-,-,-,Did not opt for Upgradation.
626,645,-,-,-,-,-,-,Did not opt for Upgradation.
627,646,-,-,-,-,-,-,Did not fill up fresh choices.
628,647,All India,"University College of Medical Sciences, New Delhi , Dilshad Garden, Delhi (NCT), 110095",MBBS,EWS,EWS,4,Upgraded
629,648,-,-,-,-,-,-,No Upgradation
630,649,-,-,-,-,-,-,Did not opt for Upgradation.
631,650,-,-,-,-,-,-,Did not opt for Upgradation.
632,651,-,-,-,-,-,-,Did not opt for Upgradation.
633,652,-,-,-,-,-,-,Did not opt for Upgradation.
634,653,All India,"University College of Medical Sciences, New Delhi , Dilshad Garden, Delhi (NCT), 110095",MBBS,OBC,OBC,4,Upgraded
635,654,-,-,-,-,-,-,No Upgradation
636,655,-,-,-,-,-,-,Did not opt for Upgradation.
637,656,-,-,-,-,-,-,Did not opt for Upgradation.
638,657,-,-,-,-,-,-,Did not opt for Upgradation.
639,658,-,-,-,-,-,-,No Upgradation
640,659,-,-,-,-,-,-,Did not opt for Upgradation.
641,660,-,-,-,-,-,-,Did not opt for Upgradation.
642,661,-,-,-,-,-,-,Did not opt for Upgradation.
643,662,-,-,-,-,-,-,Did not opt for Upgradation.
644,663,-,-,-,-,-,-,Did not opt for Upgradation.
645,665,Open Seat Quota,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",MBBS,Open,EWS,7,Upgraded
646,666,Open Seat Quota,"AIIMS, Raipur , Tatibandh, G E Road, Raipur
Chhattisgarh, Pin - 492099, Chhattisgarh,
492099",MBBS,Open,GN,3,Upgraded
647,667,-,-,-,-,-,-,Did not opt for Upgradation.
648,668,-,-,-,-,-,-,Did not opt for Upgradation.
649,669,-,-,-,-,-,-,Did not opt for Upgradation.
650,670,-,-,-,-,-,-,No Upgradation
651,671,-,-,-,-,-,-,Did not opt for Upgradation.
652,672,-,-,-,-,-,-,Did not opt for Upgradation.
653,673,-,-,-,-,-,-,Did not opt for Upgradation.
654,674,-,-,-,-,-,-,No Upgradation
655,675,-,-,-,-,-,-,Did not opt for Upgradation.
656,676,-,-,-,-,-,-,No Upgradation
657,677,-,-,-,-,-,-,Did not opt for Upgradation.
658,678,-,-,-,-,-,-,No Upgradation
659,679,-,-,-,-,-,-,Did not opt for Upgradation.
660,680,-,-,-,-,-,-,No Upgradation
661,681,-,-,-,-,-,-,Did not opt for Upgradation.
662,682,-,-,-,-,-,-,No Upgradation
663,683,Open Seat Quota,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",MBBS,Open,GN,4,Fresh Allotted in 2nd Round
664,684,-,-,-,-,-,-,Did not opt for Upgradation.
665,685,-,-,-,-,-,-,Did not opt for Upgradation.
666,686,-,-,-,-,-,-,No Upgradation
667,687,-,-,-,-,-,-,Did not opt for Upgradation.
668,688,-,-,-,-,-,-,Did not opt for Upgradation.
669,689,-,-,-,-,-,-,No Upgradation
670,690,-,-,-,-,-,-,Did not opt for Upgradation.
671,691,-,-,-,-,-,-,Did not opt for Upgradation.
672,692,-,-,-,-,-,-,No Upgradation
673,693,-,-,-,-,-,-,Did not opt for Upgradation.
674,694,-,-,-,-,-,-,Did not opt for Upgradation.
675,695,-,-,-,-,-,-,Did not opt for Upgradation.
676,696,-,-,-,-,-,-,Did not opt for Upgradation.
677,697,-,-,-,-,-,-,Did not opt for Upgradation.
678,698,-,-,-,-,-,-,Did not opt for Upgradation.
679,699,-,-,-,-,-,-,No Upgradation
680,700,-,-,-,-,-,-,Did not opt for Upgradation.
681,701,-,-,-,-,-,-,Did not opt for Upgradation.
682,702,-,-,-,-,-,-,Did not opt for Upgradation.
683,703,-,-,-,-,-,-,Did not opt for Upgradation.
684,704,-,-,-,-,-,-,Did not opt for Upgradation.
685,705,-,-,-,-,-,-,Did not opt for Upgradation.
686,706,-,-,-,-,-,-,Did not fill up fresh choices.
687,708,-,-,-,-,-,-,Did not fill up fresh choices.
688,709,-,-,-,-,-,-,Did not opt for Upgradation.
689,710,-,-,-,-,-,-,Did not opt for Upgradation.
690,711,-,-,-,-,-,-,Did not opt for Upgradation.
691,712,-,-,-,-,-,-,Did not opt for Upgradation.
692,713,-,-,-,-,-,-,Did not opt for Upgradation.
693,714,-,-,-,-,-,-,Did not fill up fresh choices.
694,715,-,-,-,-,-,-,Did not opt for Upgradation.
695,716,-,-,-,-,-,-,Did not opt for Upgradation.
696,717,-,-,-,-,-,-,No Upgradation
697,718,-,-,-,-,-,-,Did not opt for Upgradation.
698,719,-,-,-,-,-,-,Did not opt for Upgradation.
699,720,-,-,-,-,-,-,Did not opt for Upgradation.
700,721,-,-,-,-,-,-,Did not opt for Upgradation.
701,722,-,-,-,-,-,-,No Upgradation
702,723,-,-,-,-,-,-,No Upgradation
703,724,-,-,-,-,-,-,Did not opt for Upgradation.
704,726,-,-,-,-,-,-,Did not opt for Upgradation.
705,727,Open Seat Quota,"AIIMS, Raipur , Tatibandh, G E Road, Raipur
Chhattisgarh, Pin - 492099, Chhattisgarh,
492099",MBBS,Open,GN,6,Fresh Allotted in 2nd Round
706,728,-,-,-,-,-,-,Did not opt for Upgradation.
707,729,-,-,-,-,-,-,Did not opt for Upgradation.
708,730,-,-,-,-,-,-,Did not opt for Upgradation.
709,731,-,-,-,-,-,-,Did not opt for Upgradation.
710,732,-,-,-,-,-,-,Did not opt for Upgradation.
711,733,-,-,-,-,-,-,Did not opt for Upgradation.
712,734,Open Seat Quota,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",MBBS,Open,GN,10,Upgraded
713,735,Open Seat Quota,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",MBBS,Open,GN,7,Upgraded
714,736,-,-,-,-,-,-,Did not opt for Upgradation.
715,737,-,-,-,-,-,-,No Upgradation
716,738,-,-,-,-,-,-,Did not fill up fresh choices.
717,739,-,-,-,-,-,-,Did not opt for Upgradation.
718,740,-,-,-,-,-,-,No Upgradation
719,741,-,-,-,-,-,-,No Upgradation
720,742,-,-,-,-,-,-,Did not opt for Upgradation.
721,743,-,-,-,-,-,-,Did not opt for Upgradation.
722,744,-,-,-,-,-,-,Did not opt for Upgradation.
723,745,-,-,-,-,-,-,Did not opt for Upgradation.
724,746,-,-,-,-,-,-,Did not opt for Upgradation.
725,747,-,-,-,-,-,-,No Upgradation
726,748,-,-,-,-,-,-,Did not opt for Upgradation.
727,749,-,-,-,-,-,-,Did not opt for Upgradation.
728,750,-,-,-,-,-,-,Did not opt for Upgradation.
729,751,-,-,-,-,-,-,Did not opt for Upgradation.
730,752,-,-,-,-,-,-,Did not opt for Upgradation.
731,753,-,-,-,-,-,-,Did not opt for Upgradation.
732,754,-,-,-,-,-,-,Did not opt for Upgradation.
733,755,-,-,-,-,-,-,Did not fill up fresh choices.
734,756,-,-,-,-,-,-,Did not opt for Upgradation.
735,757,-,-,-,-,-,-,No Upgradation
736,758,-,-,-,-,-,-,Did not opt for Upgradation.
737,759,-,-,-,-,-,-,Did not opt for Upgradation.
738,760,-,-,-,-,-,-,No Upgradation
739,762,-,-,-,-,-,-,Did not opt for Upgradation.
740,763,-,-,-,-,-,-,Did not opt for Upgradation.
741,764,-,-,-,-,-,-,Did not opt for Upgradation.
742,765,-,-,-,-,-,-,Did not opt for Upgradation.
743,766,-,-,-,-,-,-,Did not fill up fresh choices.
744,767,-,-,-,-,-,-,No Upgradation
745,768,-,-,-,-,-,-,No Upgradation
746,769,-,-,-,-,-,-,Did not opt for Upgradation.
747,770,-,-,-,-,-,-,No Upgradation
748,771,-,-,-,-,-,-,Did not opt for Upgradation.
749,772,-,-,-,-,-,-,Did not opt for Upgradation.
750,773,-,-,-,-,-,-,Did not opt for Upgradation.
751,774,-,-,-,-,-,-,Did not opt for Upgradation.
752,775,-,-,-,-,-,-,Did not opt for Upgradation.
753,776,All India,"Dr. B.S.A. Medical College, Delhi , DR.BABA SAHEB AMBEDKAR MEDICAL COLLEGE, ROHINI SEC-6, DELHI-110085, Delhi (NCT), 110085",MBBS,Open,GN,7,Upgraded
754,777,-,-,-,-,-,-,Did not opt for Upgradation.
755,778,-,-,-,-,-,-,Did not opt for Upgradation.
756,779,-,-,-,-,-,-,Did not opt for Upgradation.
757,780,-,-,-,-,-,-,No Upgradation
758,781,Open Seat Quota,"AIIMS, Raipur , Tatibandh, G E Road, Raipur
Chhattisgarh, Pin - 492099, Chhattisgarh,
492099",MBBS,Open,GN,8,Upgraded
759,782,-,-,-,-,-,-,Not Allotted.
760,783,-,-,-,-,-,-,No Upgradation
761,784,-,-,-,-,-,-,Did not fill up fresh choices.
762,785,-,-,-,-,-,-,Did not opt for Upgradation.
763,786,-,-,-,-,-,-,Did not opt for Upgradation.
764,787,-,-,-,-,-,-,Did not opt for Upgradation.
765,789,-,-,-,-,-,-,Did not opt for Upgradation.
766,790,-,-,-,-,-,-,No Upgradation
767,791,-,-,-,-,-,-,Did not opt for Upgradation.
768,792,-,-,-,-,-,-,Did not opt for Upgradation.
769,793,-,-,-,-,-,-,Did not opt for Upgradation.
770,794,-,-,-,-,-,-,Did not opt for Upgradation.
771,795,-,-,-,-,-,-,Did not opt for Upgradation.
772,796,-,-,-,-,-,-,No Upgradation
773,797,-,-,-,-,-,-,Did not opt for Upgradation.
774,798,-,-,-,-,-,-,Did not opt for Upgradation.
775,799,-,-,-,-,-,-,Did not opt for Upgradation.
776,800,-,-,-,-,-,-,Did not opt for Upgradation.
777,801,-,-,-,-,-,-,Did not opt for Upgradation.
778,802,-,-,-,-,-,-,No Upgradation
779,803,-,-,-,-,-,-,No Upgradation
780,804,-,-,-,-,-,-,No Upgradation
781,805,-,-,-,-,-,-,Did not opt for Upgradation.
782,806,-,-,-,-,-,-,No Upgradation
783,807,-,-,-,-,-,-,Did not opt for Upgradation.
784,808,-,-,-,-,-,-,Did not opt for Upgradation.
785,809,-,-,-,-,-,-,Did not opt for Upgradation.
786,810,-,-,-,-,-,-,No Upgradation
787,811,-,-,-,-,-,-,No Upgradation
788,812,-,-,-,-,-,-,Did not opt for Upgradation.
789,813,-,-,-,-,-,-,No Upgradation
790,814,-,-,-,-,-,-,Did not opt for Upgradation.
791,815,-,-,-,-,-,-,Did not opt for Upgradation.
792,816,Open Seat Quota,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",MBBS,Open,GN,2,Fresh Allotted in 2nd Round
793,817,Open Seat Quota,"AIIMS, Rishikesh  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RISHIKESH
Uttarakhand - 249203, Uttarakhand,
249203",MBBS,Open,GN,7,Upgraded
794,818,-,-,-,-,-,-,Did not opt for Upgradation.
795,819,-,-,-,-,-,-,Did not fill up fresh choices.
796,820,-,-,-,-,-,-,Did not opt for Upgradation.
797,821,-,-,-,-,-,-,No Upgradation
798,822,-,-,-,-,-,-,Did not opt for Upgradation.
799,823,-,-,-,-,-,-,Did not opt for Upgradation.
800,824,-,-,-,-,-,-,No Upgradation
801,825,-,-,-,-,-,-,No Upgradation
802,826,-,-,-,-,-,-,Did not fill up fresh choices.
803,827,Open Seat Quota,"AIIMS Bathinda  , Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",MBBS,Open,GN,8,Fresh Allotted in 2nd Round
804,828,-,-,-,-,-,-,Did not opt for Upgradation.
805,829,-,-,-,-,-,-,No Upgradation
806,830,-,-,-,-,-,-,Did not opt for Upgradation.
807,832,-,-,-,-,-,-,Did not opt for Upgradation.
808,833,-,-,-,-,-,-,No Upgradation
809,834,-,-,-,-,-,-,No Upgradation
810,835,-,-,-,-,-,-,No Upgradation
811,836,-,-,-,-,-,-,Did not opt for Upgradation.
812,837,-,-,-,-,-,-,Did not opt for Upgradation.
813,838,-,-,-,-,-,-,Did not opt for Upgradation.
814,839,-,-,-,-,-,-,Did not fill up fresh choices.
815,840,-,-,-,-,-,-,No Upgradation
816,841,-,-,-,-,-,-,Did not opt for Upgradation.
817,842,-,-,-,-,-,-,Did not opt for Upgradation.
818,843,-,-,-,-,-,-,Did not opt for Upgradation.
819,844,-,-,-,-,-,-,No Upgradation
820,845,All India,"MADRAS MEDICAL COLLEGE, CHENNAI
, MADRAS MEDICAL COLLEGE
EVR PERIYAR SALAI,PARK TOWN,CHENNAI,TA MIL NADU., Tamil Nadu, 600003",MBBS,Open,GN,2,Upgraded
821,846,Open Seat Quota,"AIIMS, Patna , Phulwarisharif, Patna- 801507, Bihar,
801507",MBBS,Open,OBC,3,Upgraded
822,847,-,-,-,-,-,-,No Upgradation
823,848,-,-,-,-,-,-,Did not opt for Upgradation.
824,849,-,-,-,-,-,-,Did not opt for Upgradation.
825,850,-,-,-,-,-,-,Did not opt for Upgradation.
826,851,Open Seat Quota,"AIIMS, Patna , Phulwarisharif, Patna- 801507, Bihar,
801507",MBBS,Open,GN,4,Fresh Allotted in 2nd Round
827,852,-,-,-,-,-,-,No Upgradation
828,853,-,-,-,-,-,-,Did not opt for Upgradation.
829,854,-,-,-,-,-,-,No Upgradation
830,855,-,-,-,-,-,-,Did not fill up fresh choices.
831,857,All India,"S.M.S. MEDICAL COLLEGE, JAIPUR ,
JLN Marg, Jaipur, Rajasthan, 302004",MBBS,Open,GN,8,Fresh Allotted in 2nd Round
832,858,-,-,-,-,-,-,Did not opt for Upgradation.
833,859,-,-,-,-,-,-,No Upgradation
834,860,-,-,-,-,-,-,Did not opt for Upgradation.
835,861,-,-,-,-,-,-,Did not opt for Upgradation.
836,862,-,-,-,-,-,-,Did not opt for Upgradation.
837,863,-,-,-,-,-,-,No Upgradation
838,864,-,-,-,-,-,-,Did not opt for Upgradation.
839,865,-,-,-,-,-,-,No Upgradation
840,866,-,-,-,-,-,-,No Upgradation
841,867,-,-,-,-,-,-,No Upgradation
842,868,-,-,-,-,-,-,No Upgradation
843,869,-,-,-,-,-,-,No Upgradation
