SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Alloted Category,candidate Category,option No.
312,317,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
313,318,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
314,319,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
315,320,All India,"GOVT. MEDICAL COLLEGE, KOZHIKODE",MBBS,Reported,-,-,-
316,321,All India,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
317,322,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
318,323,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
319,324,Foreign Country Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,-
320,325,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
321,326,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
322,327,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
323,328,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
324,329,All India,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,Open,GN,5
325,330,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC",MBBS,Reported,-,-,-
326,331,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
327,332,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
328,333,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC",MBBS,Reported,-,-,-
329,334,All India,"B.J. MEDICAL COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-
330,335,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
331,336,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
332,338,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
333,339,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
334,340,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
335,341,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
336,342,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
337,343,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
338,344,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
339,345,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
340,346,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC",MBBS,Reported,EWS,EWS,2
341,347,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
342,348,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
343,349,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC",MBBS,Reported,-,-,-
344,350,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
345,351,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
346,352,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
347,353,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
348,354,Open Seat Quota,AIIMS Mangalagiri,MBBS,Reported,-,-,-
349,355,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
350,356,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
351,357,All India,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,Open,GN,5
352,358,Open Seat Quota,AIIMS Bathinda,MBBS,Reported,-,-,-
353,359,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
354,360,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
355,361,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
356,362,All India,"B.J. MEDICAL COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-
357,363,All India,"Dr. B.S.A. Medical College, Delhi",MBBS,Reported,-,-,-
358,364,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC",MBBS,Reported,-,-,-
359,365,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
360,366,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
361,367,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
362,368,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
363,369,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
364,370,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
365,371,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
366,372,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC",MBBS,Reported,OBC,OBC,2
367,373,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Not Reported,OBC,OBC,1
368,374,All India,"B.J. MEDICAL COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-
369,375,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC",MBBS,Reported,Open,OBC,2
370,376,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
371,377,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
372,378,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,-
373,379,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
374,380,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC",MBBS,Reported,-,-,-
375,381,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
376,382,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
377,383,Open Seat Quota,AIIMS Bathinda,MBBS,Not Reported,-,-,-
378,384,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
379,385,All India,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
380,386,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
381,387,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
382,388,All India,"BELGAUM INST. OF MEDICAL SCI., BELGAUM",MBBS,Reported,-,-,-
383,389,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
384,390,"IP
University Quota","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC",MBBS,Reported,-,-,-
385,391,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
386,392,All India,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
387,393,All India,"Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC",MBBS,Reported,-,-,-
388,394,All India,"MADRAS MEDICAL COLLEGE, CHENNAI",MBBS,Reported,-,-,-
389,395,All India,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
390,396,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
391,398,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
392,399,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
393,400,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,-
394,401,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
395,402,All India,"University College of Medical Sciences, New Delhi",MBBS,Reported,EWS,EWS,3
396,403,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
397,404,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
398,405,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
399,406,All India,"MADRAS MEDICAL COLLEGE, CHENNAI",MBBS,Reported,-,-,-
400,408,All India,"GOVT.MEDICAL COLLEGE, KOTA",MBBS,Reported,Open,GN,2
401,409,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
402,410,All India,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI",MBBS,Reported,-,-,-
403,411,-,-,-,-,OBC,OBC,2
404,412,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
405,413,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
406,414,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
407,415,Open Seat Quota,"AIIMS, Rishikesh",MBBS,Reported,-,-,-
408,416,All India,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,Reported,-,-,-
409,417,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
410,419,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
411,420,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
412,421,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
413,422,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
414,423,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
415,424,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
416,425,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
417,426,All India,"University College of Medical Sciences, New Delhi",MBBS,Reported,OBC,OBC,3
418,427,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
419,428,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
420,429,All India,"MADRAS MEDICAL COLLEGE, CHENNAI",MBBS,Reported,-,-,-
421,430,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
422,433,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
423,434,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
424,435,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
425,436,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
426,437,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
427,438,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
428,439,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
429,440,"IP
University Quota","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC",MBBS,Reported,-,-,-
430,441,All India,"B.J. MEDICAL COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-
431,442,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
432,443,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
433,444,Open Seat Quota,"AIIMS, Rishikesh",MBBS,Reported,-,-,-
434,445,All India,"University College of Medical Sciences, New Delhi",MBBS,Reported,-,-,-
435,446,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
436,447,All India,"GOVERNMENT MEDICAL COLLEGE AND HOSPITAL, CHANDIGAR",MBBS,Reported,-,-,-
437,448,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
438,449,All India,"University College of Medical Sciences, New Delhi",MBBS,Reported,OBC,OBC,3
439,450,All India,"PATNA MEDICAL COLLEGE, PATNA",MBBS,Reported,-,-,-
440,451,All India,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
441,452,All India,"University College of Medical Sciences, New Delhi",MBBS,Reported,OBC,OBC,3
442,453,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,-
443,454,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
444,455,Open Seat Quota,"AIIMS, Raipur",MBBS,Reported,-,-,-
445,456,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
446,457,All India,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
447,458,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
448,459,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
449,460,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
450,461,All India,"B.J. MEDICAL COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-
451,462,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
452,463,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
453,464,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
454,465,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
455,466,All India,"B.J. MEDICAL COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-
456,467,All India,"University College of Medical Sciences, New Delhi",MBBS,Reported,-,-,-
457,468,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
458,470,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
459,471,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
460,472,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
461,473,All India,"MEDICAL COLLEGE, BARODA",MBBS,Reported,-,-,-
462,474,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
463,475,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
464,476,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Not Reported,Open,OBC,2
465,477,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
466,478,All India,Bangalore Medical College and Research Institute,MBBS,Reported,-,-,-
467,479,All India,Gandhi Medical College Musheerabad Secunderabad,MBBS,Reported,-,-,-
468,480,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
469,481,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
470,482,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
471,483,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
472,484,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
473,485,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
474,487,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
475,488,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
476,489,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
477,490,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
478,491,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
479,492,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
480,494,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
481,495,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
482,496,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
483,497,All India,"GOVERNMENT MEDICAL COLLEGE, SURAT",MBBS,Reported,-,-,-
484,498,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
485,499,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
486,500,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
487,501,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
488,502,-,-,-,-,Open,OBC,4
489,503,All India,"MADRAS MEDICAL COLLEGE, CHENNAI",MBBS,Reported,-,-,-
490,504,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
491,505,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
492,506,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
493,507,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
494,508,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
495,509,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
496,510,Open Seat Quota,"AIIMS, Patna",MBBS,Reported,-,-,-
497,511,All India,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI",MBBS,Reported,-,-,-
498,512,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
499,513,Open Seat Quota,"AIIMS, Rishikesh",MBBS,Reported,-,-,-
500,514,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
501,515,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
502,516,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
503,517,All India,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
504,518,All India,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,Reported,-,-,-
505,519,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
506,520,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
507,521,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,Open,GN,5
508,522,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,OBC,OBC,4
509,523,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
510,524,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
511,525,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,-
512,526,Open Seat Quota,"AIIMS, Rishikesh",MBBS,Reported,-,-,-
513,527,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
514,528,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
515,529,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
516,530,All India,"MEDICAL COLLEGE, BARODA",MBBS,Reported,-,-,-
517,531,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
518,532,All India,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI",MBBS,Reported,-,-,-
519,533,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
520,534,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
521,535,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,-
522,536,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
523,537,All India,"GOVT. MEDICAL COLLEGE, KOTTAYAM",MBBS,Reported,-,-,-
524,538,All India,"MADRAS MEDICAL COLLEGE, CHENNAI",MBBS,Reported,-,-,-
525,539,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
526,540,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
527,541,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
528,542,All India,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI",MBBS,Reported,-,-,-
529,543,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,-
530,544,All India,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI",MBBS,Reported,-,-,-
531,545,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
532,546,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
533,547,Deemed/Pa id Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal",MBBS,Reported,-,-,-
534,548,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
535,549,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
536,550,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,Open,GN,4
537,551,All India,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
538,552,Open Seat Quota,"AIIMS, Rishikesh",MBBS,Reported,-,-,-
539,553,All India,"M.P. SHAH MEDICAL COLLEGE, JAMNAGAR",MBBS,Reported,-,-,-
540,554,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,-
541,555,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
542,556,"IP
University Quota","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC",MBBS,Reported,-,-,-
543,557,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
544,558,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
545,559,All India,"GOVERNMENT MEDICAL COLLEGE, SURAT",MBBS,Reported,-,-,-
546,560,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
547,561,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
548,562,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
549,563,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
550,564,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
551,565,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
552,566,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
553,567,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
554,568,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
555,569,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
556,570,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
557,571,All India,"KGMC, LUCKNOW",MBBS,Reported,-,-,-
558,572,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
559,573,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
560,574,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
561,575,All India,"B.J. MEDICAL COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-
562,576,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
563,577,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,-
564,578,All India,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,Reported,-,-,-
565,579,Open Seat Quota,"AIIMS, Raipur",MBBS,Reported,Open,GN,3
566,580,All India,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
567,582,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
568,583,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
569,584,All India,"B.J. MEDICAL COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-
570,585,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
571,586,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
572,587,Open Seat Quota,"AIIMS, Raipur",MBBS,Reported,-,-,-
573,588,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
574,589,All India,"MADRAS MEDICAL COLLEGE, CHENNAI",MBBS,Reported,-,-,-
575,590,Open Seat Quota,"AIIMS, Patna",MBBS,Reported,-,-,-
576,591,All India,"KGMC, LUCKNOW",MBBS,Reported,-,-,-
577,592,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
578,593,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
579,594,Open Seat Quota,"AIIMS, Bhubaneswar",MBBS,Reported,-,-,-
580,595,Open Seat Quota,"AIIMS, Rishikesh",MBBS,Reported,-,-,-
581,596,All India,"SETH G.S. MEDICAL COLLEGE, MUMBAI",MBBS,Reported,-,-,-
582,597,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
583,598,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
584,599,All India,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI",MBBS,Reported,-,-,-
585,601,All India,"GOVT.MEDICAL COLLEGE,THIRUVA NANTHAPURAM",MBBS,Reported,-,-,-
586,602,All India,"University College of Medical Sciences, New Delhi",MBBS,Reported,-,-,-
587,603,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
588,604,All India,"B.J. MEDICAL COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-
589,605,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Seat Surrendered,-,-,-
590,606,All India,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,Reported,Open,GN,8
591,607,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
592,609,All India,"KURNOOL MEDICAL COLLEGE, KURNOOL",MBBS,Reported,-,-,-
593,610,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
594,612,Open Seat Quota,"AIIMS, Rishikesh",MBBS,Reported,-,-,-
595,613,Open Seat Quota,"AIIMS, Rishikesh",MBBS,Reported,-,-,-
596,614,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
597,615,Open Seat Quota,"AIIMS, Kalyani",MBBS,Reported,-,-,-
598,616,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
599,617,All India,"MADRAS MEDICAL COLLEGE, CHENNAI",MBBS,Not Reported,-,-,-
600,618,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
601,619,All India,"B.J. MEDICAL COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-
602,620,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
603,621,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
604,622,Open Seat Quota,"AIIMS, Rishikesh",MBBS,Not Reported,Open,GN,8
605,623,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
606,625,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
607,626,Open Seat Quota,"AIIMS, Raipur",MBBS,Reported,Open,GN,2
608,627,All India,"S.M.S. MEDICAL COLLEGE, JAIPUR",MBBS,Reported,-,-,-
609,628,All India,"Dr. B.S.A. Medical College, Delhi",MBBS,Reported,OBC,OBC,5
610,629,Open Seat Quota,"AIIMS, Rishikesh",MBBS,Reported,-,-,-
611,630,All India,"B.J. MEDICAL COLLEGE,
AHMEDABAD",MBBS,Reported,-,-,-
612,631,Open Seat Quota,"AIIMS, New Delhi",MBBS,Reported,-,-,-
613,632,Open Seat Quota,"INST.OF MED.SCIENCES, BHU,VARANASI",MBBS,Reported,-,-,-
614,633,All India,"Lady Hardinge Medical College, New Delhi",MBBS,Not Reported,OBC,OBC,3
